dataset_name,seed,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline_training_loss,baseline_testing_loss,batch_normalisation_training_loss,batch_normalisation_testing_loss,dropout_training_loss,dropout_testing_loss,layer_normalisation_training_loss,layer_normalisation_testing_loss,SMOTE_training_loss,SMOTE_testing_loss,prune_training_loss,prune_testing_loss,weight_decay_training_loss,weight_decay_testing_loss,weight_normalisation_training_loss,weight_normalisation_testing_loss,weight_perturbation_training_loss,weight_perturbation_testing_loss,best_training_technique,best_testing_technique,subset_type
Led7,43660,7.0,1.0,130.0,4.0,18.571428571428573,0.5714285714285714,32.5,0.8055555555555556,0.0,0.0861104020382373,0.0,0.1838458664917563,1.0899266517869142,1.2949444892332336,"[1.1140687465667725, 1.0699355602264404, 1.0132532119750977, 1.0945231914520264, 1.1686052083969116]","[1.2272001504898071, 1.318856954574585, 1.2563741207122803, 1.3250268697738647, 1.336905598640442]","[1.0115710496902466, 0.9564815163612366, 0.9781671166419983, 0.9960240125656128, 0.9744264483451843]","[1.3323767185211182, 1.4271066188812256, 1.1949368715286255, 1.3058069944381714, 1.2423988580703735]","[1.3822168111801147, 1.2607805728912354, 1.2510342597961426, 1.3574163913726807, 1.2436927556991577]","[1.3899563550949097, 1.3421076536178589, 1.297312617301941, 1.3680498600006104, 1.342573642730713]","[1.0018210411071777, 1.44246244430542, 0.9431360363960266, 0.9830412268638611, 1.4460487365722656]","[1.2863229513168335, 1.4744364023208618, 1.2647764682769775, 1.3189527988433838, 1.4744374752044678]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.385852336883545, 1.3862167596817017, 1.3866703510284424, 1.3862719535827637, 1.3858451843261719]","[1.3832560777664185, 1.3761628866195679, 1.3772189617156982, 1.3838036060333252, 1.3759629726409912]","[1.3903963565826416, 1.3851404190063477, 1.3840582370758057, 1.3858340978622437, 1.3918085098266602]","[1.3858575820922852, 1.3847260475158691, 1.3849291801452637, 1.3859199285507202, 1.3847180604934692]","[1.3870842456817627, 1.38639497756958, 1.3861769437789917, 1.3862583637237549, 1.3875535726547241]","[1.0631858110427856, 1.130663514137268, 0.9815596342086792, 1.1450015306472778, 1.0522319078445435]","[1.241560459136963, 1.3496077060699463, 1.2438886165618896, 1.2780967950820923, 1.3231229782104492]","[1.4786081314086914, 1.4424635171890259, 1.514752745628357, 1.4569129943847656, 1.446049451828003]","[1.4744377136230469, 1.4744377136230469, 1.5128992795944214, 1.4744377136230469, 1.4744377136230469]",SMOTE,weight_normalisation,classes
Led7,43213,7.0,1.0,104.0,3.0,14.857142857142858,0.4285714285714285,34.666666666666664,0.8888888888888888,0.0,0.0896872229331183,0.0,0.2282930393871547,1.093832104597774,0.7475222044751817,"[0.7213094234466553, 0.7193594574928284, 0.740062952041626, 0.7375803589820862, 0.7399547100067139]","[1.2315094470977783, 1.1605474948883057, 1.2130725383758545, 1.2792487144470215, 1.2892853021621704]","[0.7040335536003113, 0.7405006289482117, 0.7369788289070129, 0.718683660030365, 0.7384430170059204]","[1.2489862442016602, 1.0680347681045532, 1.1576873064041138, 1.2292174100875854, 1.2077492475509644]","[0.9145398139953613, 0.8958907127380371, 0.9206650853157043, 0.9169580340385437, 0.8954023718833923]","[1.231670618057251, 1.016608715057373, 1.105322003364563, 1.0299928188323975, 1.0497570037841797]","[0.9756999611854553, 0.9862416982650757, 1.1877890825271606, 0.7806321382522583, 0.8152597546577454]","[1.2169393301010132, 1.1162296533584595, 1.2180907726287842, 1.2626010179519653, 1.0217252969741821]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.0720939636230469, 1.0979235172271729, 1.0958565473556519, 1.097712755203247, 1.097067952156067]","[1.1155333518981934, 1.0992754697799683, 1.101203441619873, 1.0994696617126465, 1.0999935865402222]","[1.0915110111236572, 1.098414659500122, 1.0978225469589233, 1.0983610153198242, 1.0981594324111938]","[1.1050786972045898, 1.0988097190856934, 1.099400281906128, 1.0988588333129883, 1.0990703105926514]","[0.7160308361053467, 0.7430439591407776, 0.736325204372406, 0.720420241355896, 0.7402673363685608]","[1.25709068775177, 1.0365934371948242, 1.2202277183532715, 1.3108395338058472, 1.2321103811264038]","[1.142353892326355, 1.218111515045166, 1.218111515045166, 1.2081611156463623, 1.2230865955352783]","[1.2181113958358765, 1.2181113958358765, 1.2181113958358765, 1.2181113958358765, 1.2181113958358765]",batch_normalisation,dropout,classes
Led7,64386,7.0,1.0,303.0,9.0,43.285714285714285,1.2857142857142858,33.666666666666664,0.7435897435897436,0.0,0.0502371037165719,0.0,0.0841719382774779,1.051520386212705,5.234178730905238,"[2.194936513900757, 2.193934679031372, 2.1953470706939697, 2.1926751136779785, 2.1928539276123047]","[2.195244312286377, 2.1945083141326904, 2.195746898651123, 2.194685935974121, 2.194445848464966]","[2.193981409072876, 2.1929948329925537, 2.1949212551116943, 2.191869020462036, 2.192173480987549]","[2.1948869228363037, 2.1939589977264404, 2.1956496238708496, 2.1943063735961914, 2.194321870803833]","[2.1947782039642334, 2.193593978881836, 2.1952409744262695, 2.1926465034484863, 2.193216562271118]","[2.1953940391540527, 2.194913625717163, 2.1961398124694824, 2.1950087547302246, 2.1945972442626953]","[1.8248875141143799, 1.8355644941329956, 1.816652536392212, 1.8340550661087036, 1.83695650100708]","[2.318669080734253, 2.3420464992523193, 2.303203582763672, 2.293050527572632, 2.289726972579956]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.197037696838379, 2.197432279586792, 2.1970856189727783, 2.197145700454712, 2.1971402168273926]","[2.195284366607666, 2.194708824157715, 2.195706605911255, 2.1936490535736084, 2.1939618587493896]","[2.1956303119659424, 2.195157051086426, 2.196194887161255, 2.1951682567596436, 2.1951262950897217]","[2.1971633434295654, 2.197131633758545, 2.1971614360809326, 2.1970841884613037, 2.19710111618042]","[2.197174072265625, 2.1971607208251953, 2.1971867084503174, 2.1971964836120605, 2.197178840637207]","[2.194704294204712, 2.1938226222991943, 2.1953537464141846, 2.192345142364502, 2.192810297012329]","[2.195241928100586, 2.194491386413574, 2.1958959102630615, 2.1944918632507324, 2.194408416748047]","[2.268324136734009, 2.2631428241729736, 1.8956853151321411, 1.9917652606964111, 1.9338667392730713]","[2.2571969032287598, 2.2571969032287598, 2.2510058879852295, 2.249398946762085, 2.275040864944458]",SMOTE,batch_normalisation,classes
Led7,78242,6.0,1.0,336.0,10.0,56.0,1.6666666666666667,33.6,0.7435897435897436,0.0,0.0650792815988861,0.017556093505481,0.1281408872286515,1.0672436338118527,4.885475264805355,"[2.2986552715301514, 2.2966370582580566, 2.3010356426239014, 2.300389289855957, 2.299290895462036]","[2.301948070526123, 2.299238681793213, 2.3013086318969727, 2.3009836673736572, 2.301621198654175]","[2.2975962162017822, 2.2961089611053467, 2.3004865646362305, 2.300346851348877, 2.299546003341675]","[2.301729917526245, 2.29888916015625, 2.300816297531128, 2.3009750843048096, 2.3014678955078125]","[2.298609972000122, 2.297081708908081, 2.3011796474456787, 2.300701379776001, 2.299687385559082]","[2.302060842514038, 2.299635171890259, 2.301077365875244, 2.300882339477539, 2.301760196685791]","[2.0395073890686035, 2.0316474437713623, 2.0539615154266357, 2.064558267593384, 2.0438640117645264]","[2.368582248687744, 2.3460006713867188, 2.3747565746307373, 2.3599395751953125, 2.389636516571045]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.302727222442627, 2.3024840354919434, 2.3025214672088623, 2.302610158920288, 2.3027398586273193]","[2.2994418144226074, 2.2983062267303467, 2.301287889480591, 2.3010730743408203, 2.3003106117248535]","[2.301872491836548, 2.3002095222473145, 2.3014979362487793, 2.301474094390869, 2.301861047744751]","[2.30247163772583, 2.3024210929870605, 2.30253529548645, 2.3025286197662354, 2.3025097846984863]","[2.3026483058929443, 2.3025646209716797, 2.3025546073913574, 2.3025598526000977, 2.3025946617126465]","[2.2986984252929688, 2.297285318374634, 2.3009612560272217, 2.3004088401794434, 2.299762487411499]","[2.302093267440796, 2.2996394634246826, 2.3010668754577637, 2.30086350440979, 2.3015706539154053]","[2.344327688217163, 2.353673219680786, 2.225846767425537, 2.368126630783081, 2.175830602645874]","[2.372915029525757, 2.3582091331481934, 2.317012310028076, 2.372915029525757, 2.344548463821411]",SMOTE,batch_normalisation,features
Led7,14940,4.0,1.0,336.0,10.0,84.0,2.5,33.6,0.7435897435897436,0.0,0.0501840599710341,0.0023196280394914,0.0920384332979784,1.051464611112184,10.448530738324813,"[2.2980055809020996, 2.3003554344177246, 2.3007972240448, 2.299337863922119, 2.298975944519043]","[2.299957275390625, 2.301048755645752, 2.301234006881714, 2.3003759384155273, 2.30242919921875]","[2.2978646755218506, 2.299726963043213, 2.3006598949432373, 2.2992169857025146, 2.298814535140991]","[2.299797296524048, 2.3006460666656494, 2.30104923248291, 2.3004114627838135, 2.30220627784729]","[2.2981197834014893, 2.3006019592285156, 2.3011248111724854, 2.2993175983428955, 2.2994725704193115]","[2.300011157989502, 2.3016204833984375, 2.3009352684020996, 2.3010213375091553, 2.302683115005493]","[2.1654396057128906, 2.1654438972473145, 2.1443097591400146, 2.1363332271575928, 2.1545286178588867]","[2.2944962978363037, 2.301981210708618, 2.2730703353881836, 2.311600685119629, 2.318608522415161]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.3026678562164307, 2.3026835918426514, 2.30255126953125, 2.302624225616455, 2.3026926517486572]","[2.298874855041504, 2.3009848594665527, 2.3014612197875977, 2.3002769947052, 2.299783945083618]","[2.300438642501831, 2.301393985748291, 2.301572799682617, 2.300929546356201, 2.3023664951324463]","[2.3024754524230957, 2.302530288696289, 2.302542209625244, 2.3024916648864746, 2.3024823665618896]","[2.3025617599487305, 2.3025596141815186, 2.302555561065674, 2.3025460243225098, 2.302644729614258]","[2.2981486320495605, 2.300529956817627, 2.301020860671997, 2.2993459701538086, 2.2987632751464844]","[2.299936294555664, 2.301166296005249, 2.301373243331909, 2.300389289855957, 2.302443027496338]","[2.17789363861084, 2.344327449798584, 2.353673219680786, 2.1977245807647705, 2.3402199745178223]","[2.3090367317199707, 2.34350323677063, 2.3582091331481934, 2.371814727783203, 2.3582091331481934]",SMOTE,layer_normalisation,features
Led7,36225,4.0,1.0,336.0,10.0,84.0,2.5,33.6,0.7435897435897436,0.0,0.0437467054098744,0.0023196280394914,0.085927676433859,1.0447177000304109,12.133189065767612,"[2.2988574504852295, 2.299802303314209, 2.298888683319092, 2.299117088317871, 2.299419403076172]","[2.301696538925171, 2.300492525100708, 2.3012099266052246, 2.301304578781128, 2.3007686138153076]","[2.2988858222961426, 2.2995550632476807, 2.298309326171875, 2.299009323120117, 2.2985711097717285]","[2.30153489112854, 2.3003523349761963, 2.300964832305908, 2.301464557647705, 2.3003628253936768]","[2.298978567123413, 2.2999343872070312, 2.2989540100097656, 2.299452304840088, 2.2994134426116943]","[2.301842451095581, 2.3005030155181885, 2.301152467727661, 2.301248788833618, 2.3009703159332275]","[2.177917957305908, 2.1608378887176514, 2.155686378479004, 2.177431344985962, 2.1617343425750732]","[2.276059627532959, 2.240316390991211, 2.2697105407714844, 2.2654800415039062, 2.2693405151367188]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.3027021884918213, 2.302539825439453, 2.3025705814361572, 2.302537441253662, 2.3026397228240967]","[2.299750804901123, 2.3005502223968506, 2.299556255340576, 2.3001904487609863, 2.299948215484619]","[2.30178165435791, 2.3011536598205566, 2.30145001411438, 2.3015401363372803, 2.300943374633789]","[2.302459955215454, 2.3025052547454834, 2.3024792671203613, 2.3024933338165283, 2.3024981021881104]","[2.302630662918091, 2.3025550842285156, 2.3026106357574463, 2.302595615386963, 2.3025617599487305]","[2.2988297939300537, 2.2997453212738037, 2.2988202571868896, 2.2991127967834473, 2.299168109893799]","[2.3014440536499023, 2.30051589012146, 2.301255464553833, 2.3015077114105225, 2.300678014755249]","[2.1928277015686035, 2.3583462238311768, 2.3536734580993652, 2.3448710441589355, 2.3634755611419678]","[2.279080629348755, 2.3582091331481934, 2.3582091331481934, 2.34350323677063, 2.3582091331481934]",SMOTE,layer_normalisation,features
Led7,15112,4.0,1.0,336.0,10.0,84.0,2.5,33.6,0.7435897435897436,0.0,0.0410841420534813,0.0010891179492267,0.0765079330985512,1.041939772809264,12.984319117688289,"[2.2997310161590576, 2.299546241760254, 2.3016767501831055, 2.297130584716797, 2.2898223400115967]","[2.301544666290283, 2.3028242588043213, 2.301900625228882, 2.3007254600524902, 2.297926425933838]","[2.2987115383148193, 2.298652172088623, 2.301076650619507, 2.2967450618743896, 2.286184787750244]","[2.301055431365967, 2.3023808002471924, 2.3015308380126953, 2.300542116165161, 2.2964518070220947]","[2.299617290496826, 2.2993531227111816, 2.301788568496704, 2.297528028488159, 2.289383888244629]","[2.301689863204956, 2.302786350250244, 2.3019323348999023, 2.300776243209839, 2.2985384464263916]","[2.1453285217285156, 2.1585183143615723, 2.150616407394409, 2.166022777557373, 2.141558885574341]","[2.2872564792633057, 2.2627573013305664, 2.2995870113372803, 2.274799346923828, 2.272128105163574]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.302478790283203, 2.3025801181793213, 2.302502393722534, 2.3024632930755615, 2.302680015563965]","[2.3002512454986572, 2.300121545791626, 2.301854372024536, 2.298614025115967, 2.294074296951294]","[2.3016462326049805, 2.3026540279388428, 2.3020639419555664, 2.3008956909179688, 2.2992424964904785]","[2.302517890930176, 2.3024935722351074, 2.302556276321411, 2.302464485168457, 2.3022890090942383]","[2.302607536315918, 2.3026504516601562, 2.3025708198547363, 2.3026020526885986, 2.3026368618011475]","[2.29929780960083, 2.2994658946990967, 2.301513433456421, 2.2979960441589355, 2.2908732891082764]","[2.3014352321624756, 2.3026931285858154, 2.301839828491211, 2.3008742332458496, 2.298419237136841]","[2.267404556274414, 2.3396546840667725, 2.3583462238311768, 2.3309175968170166, 2.3727781772613525]","[2.305384874343872, 2.372915029525757, 2.3582091331481934, 2.34350323677063, 2.372915029525757]",SMOTE,layer_normalisation,features
Led7,36378,6.0,1.0,336.0,10.0,56.0,1.6666666666666667,33.6,0.7435897435897436,0.0,0.064027996705364,0.017556093505481,0.1281408872286515,1.066122246254098,4.982109730280822,"[2.299567222595215, 2.296769142150879, 2.3008503913879395, 2.2995667457580566, 2.3004238605499268]","[2.3006839752197266, 2.3001348972320557, 2.3018906116485596, 2.3016693592071533, 2.3011653423309326]","[2.2992730140686035, 2.296109437942505, 2.3007960319519043, 2.2994346618652344, 2.3001372814178467]","[2.3007194995880127, 2.2996363639831543, 2.301790475845337, 2.301584243774414, 2.301187753677368]","[2.2999725341796875, 2.296157121658325, 2.301060914993286, 2.2995352745056152, 2.3004651069641113]","[2.3007898330688477, 2.2990591526031494, 2.301877975463867, 2.301518440246582, 2.3009374141693115]","[2.0593771934509277, 2.0333943367004395, 2.046360731124878, 2.067654609680176, 2.039012908935547]","[2.3647093772888184, 2.3681132793426514, 2.3701865673065186, 2.3719348907470703, 2.369709014892578]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.3025455474853516, 2.3025877475738525, 2.3024682998657227, 2.3026857376098633, 2.302377939224243]","[2.300389528274536, 2.297732353210449, 2.3013124465942383, 2.300363540649414, 2.300978422164917]","[2.301276206970215, 2.300452709197998, 2.3019912242889404, 2.3017232418060303, 2.301440477371216]","[2.302504777908325, 2.302428960800171, 2.30253529548645, 2.302492141723633, 2.3025283813476562]","[2.302563428878784, 2.302600145339966, 2.302577495574951, 2.302597999572754, 2.302560329437256]","[2.2997076511383057, 2.296104907989502, 2.3008196353912354, 2.299509048461914, 2.3004467487335205]","[2.3009023666381836, 2.2999861240386963, 2.301553249359131, 2.3015811443328857, 2.3011553287506104]","[2.2371180057525635, 2.353673219680786, 2.207416296005249, 2.3344039916992188, 2.3448710441589355]","[2.275325059890747, 2.3582091331481934, 2.290100336074829, 2.353189468383789, 2.3582091331481934]",SMOTE,dropout,features
Led7,57554,7.0,1.0,131.0,10.0,18.714285714285715,1.4285714285714286,13.1,0.7333333333333333,0.0,0.0503948819121175,0.0,0.130870199483275,1.051686306290762,5.514713292697366,"[2.297466993331909, 2.292327404022217, 2.297610282897949, 2.3009748458862305, 2.300025224685669]","[2.3015778064727783, 2.2988314628601074, 2.3035435676574707, 2.303426742553711, 2.3013253211975098]","[2.296609401702881, 2.2786295413970947, 2.2971348762512207, 2.3006181716918945, 2.2995870113372803]","[2.3010454177856445, 2.2933316230773926, 2.302913188934326, 2.3033976554870605, 2.3010737895965576]","[2.2983558177948, 2.290983200073242, 2.297717332839966, 2.3012068271636963, 2.300326347351074]","[2.3009698390960693, 2.298646926879883, 2.302788257598877, 2.3037045001983643, 2.3016884326934814]","[1.7649219036102295, 1.7381634712219238, 1.7516454458236694, 1.7306848764419556, 1.7782225608825684]","[2.3781015872955322, 2.338563919067383, 2.3014683723449707, 2.330869436264038, 2.341403007507324]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.3023815155029297, 2.3025453090667725, 2.302687883377075, 2.3025317192077637, 2.3026132583618164]","[2.2989397048950195, 2.2950167655944824, 2.298572540283203, 2.3014488220214844, 2.300755023956299]","[2.3018221855163574, 2.2997336387634277, 2.3028793334960938, 2.3031139373779297, 2.3016388416290283]","[2.3024308681488037, 2.3023345470428467, 2.302415370941162, 2.302537441253662, 2.302506685256958]","[2.3026905059814453, 2.3025565147399902, 2.30271577835083, 2.3026843070983887, 2.302561044692993]","[2.2980332374572754, 2.2920982837677, 2.2973055839538574, 2.300945281982422, 2.300164222717285]","[2.3016374111175537, 2.298813819885254, 2.303558826446533, 2.303488254547119, 2.301239013671875]","[2.340667963027954, 2.2907586097717285, 2.3527164459228516, 2.36476469039917, 2.3540074825286865]","[2.350039005279541, 2.3128199577331543, 2.350039005279541, 2.350039005279541, 2.387075901031494]",SMOTE,batch_normalisation,instances
Led7,58893,7.0,1.0,162.0,10.0,23.142857142857142,1.4285714285714286,16.2,0.7368421052631579,0.0,0.0583674477823095,0.0,0.120443929936961,1.0601044571843368,4.624703059654349,"[2.2974038124084473, 2.2981972694396973, 2.2996129989624023, 2.2925431728363037, 2.300624132156372]","[2.3027265071868896, 2.300764560699463, 2.3022751808166504, 2.297781229019165, 2.302583932876587]","[2.29618763923645, 2.2975199222564697, 2.299290895462036, 2.2710719108581543, 2.3005330562591553]","[2.3026764392852783, 2.2997233867645264, 2.3020401000976562, 2.283660888671875, 2.302372932434082]","[2.2973618507385254, 2.2984941005706787, 2.29996919631958, 2.2948241233825684, 2.3005685806274414]","[2.3029301166534424, 2.300386667251587, 2.302338123321533, 2.2983622550964355, 2.3027968406677246]","[1.7256430387496948, 1.7382670640945435, 1.692063570022583, 1.724679708480835, 1.7444535493850708]","[2.3536036014556885, 2.3269991874694824, 2.3028042316436768, 2.3371262550354004, 2.3901968002319336]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.30245041847229, 2.30238938331604, 2.302506685256958, 2.302604913711548, 2.302377939224243]","[2.2990400791168213, 2.299250841140747, 2.300266981124878, 2.2967658042907715, 2.30112361907959]","[2.3024919033050537, 2.300865411758423, 2.3023123741149902, 2.2998251914978027, 2.30240535736084]","[2.302452564239502, 2.3024446964263916, 2.3025035858154297, 2.302391290664673, 2.3025240898132324]","[2.302685022354126, 2.302595376968384, 2.3026328086853027, 2.302583932876587, 2.302621841430664]","[2.2970452308654785, 2.298316240310669, 2.299529790878296, 2.2932980060577393, 2.300593614578247]","[2.3030097484588623, 2.300994396209717, 2.3022472858428955, 2.2983856201171875, 2.302461624145508]","[2.3446455001831055, 2.3446455001831055, 2.344555377960205, 1.9337481260299683, 2.3649964332580566]","[2.339938163757324, 2.339938163757324, 2.339938163757324, 2.403588056564331, 2.370241165161133]",SMOTE,batch_normalisation,instances
Led7,60877,7.0,1.0,199.0,10.0,28.428571428571427,1.4285714285714286,19.9,0.7391304347826086,0.0,0.0286244400060771,0.0,0.1436742594496416,1.0290380563693533,10.46945301531878,"[2.298746109008789, 2.2990541458129883, 2.296884536743164, 2.2976911067962646, 2.3002538681030273]","[2.300684690475464, 2.3013389110565186, 2.299579381942749, 2.299865484237671, 2.302755117416382]","[2.2987875938415527, 2.298316717147827, 2.2965035438537598, 2.296919584274292, 2.299884796142578]","[2.300910234451294, 2.3009681701660156, 2.299015760421753, 2.2999932765960693, 2.3027219772338867]","[2.298835039138794, 2.29892897605896, 2.297147512435913, 2.297970771789551, 2.300255298614502]","[2.300868034362793, 2.301011323928833, 2.2991445064544678, 2.299619674682617, 2.3027889728546143]","[1.8423289060592651, 1.8678747415542603, 1.8819279670715332, 1.851561427116394, 1.841955542564392]","[2.36433482170105, 2.4083898067474365, 2.311518430709839, 2.3439128398895264, 2.3419454097747803]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.3024203777313232, 2.3025553226470947, 2.302534580230713, 2.3024845123291016, 2.30241060256958]","[2.2994983196258545, 2.2996721267700195, 2.2981278896331787, 2.2988626956939697, 2.300654649734497]","[2.3010354042053223, 2.3013646602630615, 2.3000011444091797, 2.300633668899536, 2.3028688430786133]","[2.3024539947509766, 2.3024649620056152, 2.3024251461029053, 2.30242657661438, 2.302520751953125]","[2.30256986618042, 2.302579641342163, 2.3025929927825928, 2.302574872970581, 2.302649736404419]","[2.2989959716796875, 2.2987022399902344, 2.2969658374786377, 2.2975828647613525, 2.2999813556671143]","[2.300882339477539, 2.30132794380188, 2.299804449081421, 2.300215482711792, 2.303009033203125]","[2.2702560424804688, 2.158479928970337, 2.3430397510528564, 2.3430399894714355, 2.3595876693725586]","[2.385986328125, 2.378906726837158, 2.3361501693725586, 2.3611502647399902, 2.3861501216888428]",SMOTE,dropout,instances
Led7,96916,7.0,1.0,272.0,10.0,38.85714285714285,1.4285714285714286,27.2,0.71875,0.0,0.0823419446023123,0.0079462645123467,0.1659789770053481,1.0858270390510658,2.985905890902103,"[2.3012049198150635, 2.2983200550079346, 2.2999210357666016, 2.298316240310669, 2.2982981204986572]","[2.301229953765869, 2.299882411956787, 2.3024325370788574, 2.3006956577301025, 2.2996342182159424]","[2.301013708114624, 2.297915458679199, 2.2994771003723145, 2.2978572845458984, 2.2977118492126465]","[2.301243543624878, 2.299626111984253, 2.3021795749664307, 2.3005337715148926, 2.2990546226501465]","[2.3013205528259277, 2.298332452774048, 2.30010986328125, 2.2980244159698486, 2.2982230186462402]","[2.3014931678771973, 2.2996714115142822, 2.3025784492492676, 2.299802303314209, 2.299684524536133]","[1.9466453790664673, 1.9290492534637451, 1.9005045890808105, 1.921381950378418, 1.9296983480453491]","[2.3430066108703613, 2.3472187519073486, 2.35664439201355, 2.373715400695801, 2.3143725395202637]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.3025410175323486, 2.3026318550109863, 2.3026654720306396, 2.302536725997925, 2.3025643825531006]","[2.301562547683716, 2.299189329147339, 2.30059814453125, 2.2992970943450928, 2.299037218093872]","[2.301584243774414, 2.300459384918213, 2.302426815032959, 2.3009777069091797, 2.2999117374420166]","[2.3025457859039307, 2.302476644515991, 2.302506923675537, 2.3024706840515137, 2.302467107772827]","[2.302551031112671, 2.3025619983673096, 2.3026301860809326, 2.3025758266448975, 2.302544116973877]","[2.3012351989746094, 2.2984135150909424, 2.3000597953796387, 2.298649549484253, 2.298089027404785]","[2.301439046859741, 2.3000030517578125, 2.3023104667663574, 2.3008081912994385, 2.2994136810302734]","[2.362884044647217, 2.362884044647217, 2.3577017784118652, 2.3239974975585938, 2.3347132205963135]","[2.3702409267425537, 2.3702409267425537, 2.3702409267425537, 2.35101580619812, 2.3338773250579834]",SMOTE,batch_normalisation,instances
Led7,46334,7.0,1.0,291.0,10.0,41.57142857142857,1.4285714285714286,29.1,0.7352941176470589,0.0,0.0781861359104722,0.0307209443873111,0.1194837697200377,1.0813239131502488,3.19884369566304,"[2.2983787059783936, 2.2992312908172607, 2.2965352535247803, 2.300708293914795, 2.298882246017456]","[2.3006303310394287, 2.300731658935547, 2.302016258239746, 2.3018674850463867, 2.30194354057312]","[2.2979509830474854, 2.298471450805664, 2.2959654331207275, 2.300572633743286, 2.298818349838257]","[2.3003439903259277, 2.3004190921783447, 2.3018321990966797, 2.3016839027404785, 2.301743745803833]","[2.2988812923431396, 2.2990829944610596, 2.2962615489959717, 2.300729990005493, 2.2991111278533936]","[2.300745964050293, 2.300534963607788, 2.3025922775268555, 2.302098274230957, 2.3018689155578613]","[1.94194757938385, 1.9419996738433838, 1.942031741142273, 1.9355701208114624, 1.9464569091796875]","[2.3766911029815674, 2.370041847229004, 2.3559136390686035, 2.3375957012176514, 2.382244348526001]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.3027336597442627, 2.302663564682007, 2.302664041519165, 2.3025598526000977, 2.3025834560394287]","[2.2995259761810303, 2.299678325653076, 2.298360586166382, 2.301067352294922, 2.2999095916748047]","[2.301015853881836, 2.300931692123413, 2.302049398422241, 2.3019440174102783, 2.3021275997161865]","[2.302480697631836, 2.302480697631836, 2.302422523498535, 2.3025317192077637, 2.3024797439575195]","[2.302576780319214, 2.3025662899017334, 2.3026745319366455, 2.3025929927825928, 2.302644729614258]","[2.298746109008789, 2.2987465858459473, 2.296717405319214, 2.3007352352142334, 2.2992920875549316]","[2.3008036613464355, 2.300511360168457, 2.3020169734954834, 2.301954984664917, 2.301903486251831]","[2.3368256092071533, 2.3638529777526855, 2.3428704738616943, 2.353623151779175, 2.3482468128204346]","[2.342505931854248, 2.359455108642578, 2.359455108642578, 2.359455108642578, 2.359455108642578]",SMOTE,batch_normalisation,instances
