work_year,target,employment_type,salary_currency,salary_in_usd,company_location
0.933090760892103,4,2,19,855,70
0.933090760892103,4,2,19,585,70
0.933090760892103,4,2,19,721,70
0.933090760892103,4,2,19,613,70
0.933090760892103,1,2,19,223,70
0.933090760892103,1,2,19,202,70
0.933090760892103,4,2,19,745,70
0.933090760892103,4,2,19,481,70
0.933090760892103,1,2,19,538,70
0.933090760892103,1,2,19,355,70
0.933090760892103,4,2,19,718,70
0.933090760892103,4,2,19,543,70
0.933090760892103,3,2,19,355,70
0.933090760892103,4,2,19,610,70
0.933090760892103,4,2,19,459,70
0.933090760892103,3,2,19,639,70
0.933090760892103,3,2,19,509,70
0.933090760892103,4,2,19,870,70
0.933090760892103,4,2,19,439,70
0.933090760892103,4,2,19,940,70
0.933090760892103,4,2,19,704,70
0.933090760892103,4,2,19,804,70
0.933090760892103,4,2,19,412,70
0.933090760892103,4,2,19,543,70
0.933090760892103,4,2,19,658,70
0.933090760892103,4,2,19,477,70
0.933090760892103,4,2,19,681,70
0.933090760892103,4,2,19,445,70
0.933090760892103,4,2,19,751,70
0.933090760892103,4,2,19,451,70
0.933090760892103,4,2,19,780,70
0.933090760892103,4,2,19,441,70
0.933090760892103,4,2,19,1025,70
0.933090760892103,4,2,19,891,70
0.933090760892103,4,2,19,873,70
0.933090760892103,4,2,19,517,70
0.933090760892103,4,2,19,971,70
0.933090760892103,4,2,19,919,70
0.933090760892103,2,2,19,834,70
0.933090760892103,2,2,19,488,70
0.933090760892103,4,2,19,738,70
0.933090760892103,4,2,19,355,70
0.933090760892103,1,2,19,379,70
0.933090760892103,1,2,19,270,70
0.933090760892103,4,2,19,984,70
0.933090760892103,4,2,19,490,70
0.933090760892103,4,2,19,321,70
0.933090760892103,4,2,19,663,70
0.933090760892103,4,2,19,509,70
0.933090760892103,4,2,19,851,70
0.933090760892103,4,2,19,757,70
0.933090760892103,3,2,19,872,70
0.933090760892103,3,2,19,563,70
0.933090760892103,4,2,19,602,28
0.933090760892103,4,2,19,362,28
0.933090760892103,4,2,19,240,17
0.933090760892103,4,2,19,153,17
0.933090760892103,4,2,19,460,70
0.933090760892103,4,2,19,563,70
0.933090760892103,4,2,19,346,70
0.933090760892103,3,2,19,705,70
0.933090760892103,3,2,19,470,70
0.933090760892103,4,2,19,1003,70
0.933090760892103,4,2,19,950,70
0.933090760892103,3,2,19,639,70
0.933090760892103,3,2,19,402,70
0.933090760892103,4,2,19,649,70
0.933090760892103,1,2,19,483,70
0.933090760892103,1,2,19,287,70
0.933090760892103,4,2,19,735,70
0.933090760892103,4,2,19,434,70
0.933090760892103,3,2,19,402,70
0.933090760892103,3,2,8,339,28
0.933090760892103,3,2,8,199,28
0.933090760892103,3,2,19,379,70
0.933090760892103,3,2,19,563,70
0.933090760892103,4,2,19,868,70
0.933090760892103,4,2,19,620,70
0.933090760892103,4,2,19,373,70
0.933090760892103,4,2,19,793,70
0.933090760892103,4,2,19,630,70
0.933090760892103,4,2,19,187,70
0.933090760892103,4,2,19,985,70
0.933090760892103,4,2,19,791,70
0.933090760892103,3,2,19,292,70
0.933090760892103,3,2,19,240,70
0.933090760892103,3,2,19,705,70
0.933090760892103,3,2,19,648,70
0.933090760892103,3,2,16,293,64
0.933090760892103,3,2,12,41,38
0.933090760892103,1,2,19,270,6
0.933090760892103,1,2,19,315,63
0.933090760892103,3,2,12,48,38
0.933090760892103,3,2,19,663,70
0.933090760892103,2,2,19,885,70
0.933090760892103,2,2,19,496,70
0.933090760892103,1,2,19,663,70
0.933090760892103,1,2,19,402,70
0.933090760892103,1,2,19,209,70
0.933090760892103,3,2,19,800,70
0.933090760892103,3,2,19,721,70
0.933090760892103,4,2,19,736,70
0.933090760892103,4,2,19,464,70
0.933090760892103,4,2,19,829,70
0.933090760892103,4,2,19,596,70
0.933090760892103,4,2,19,610,70
0.933090760892103,4,2,19,459,70
0.933090760892103,4,2,19,986,70
0.933090760892103,4,2,19,767,70
0.933090760892103,3,2,7,205,25
0.933090760892103,3,2,7,154,25
0.933090760892103,3,2,7,295,65
0.933090760892103,3,2,7,154,65
0.933090760892103,4,2,8,837,28
0.933090760892103,4,2,8,406,28
0.933090760892103,4,2,8,597,28
0.933090760892103,4,2,8,406,28
-0.4019626865857902,4,2,19,563,70
-1.7370161340636834,3,2,19,663,70
0.933090760892103,4,2,19,971,12
0.933090760892103,4,2,19,460,12
0.933090760892103,4,2,19,738,70
0.933090760892103,4,2,19,563,70
0.933090760892103,4,2,19,718,70
0.933090760892103,4,2,19,543,70
0.933090760892103,3,2,19,558,70
0.933090760892103,3,2,19,442,70
0.933090760892103,2,2,19,730,70
0.933090760892103,2,2,19,444,70
0.933090760892103,4,2,19,811,70
0.933090760892103,4,2,19,500,70
0.933090760892103,4,2,19,960,70
0.933090760892103,4,2,19,602,70
0.933090760892103,3,2,19,563,12
0.933090760892103,3,2,19,402,12
0.933090760892103,4,2,7,527,20
0.933090760892103,4,2,19,705,70
0.933090760892103,4,2,19,589,70
0.933090760892103,3,2,19,426,70
0.933090760892103,3,2,19,270,70
0.933090760892103,3,2,19,355,70
0.933090760892103,3,2,19,270,70
0.933090760892103,3,2,19,797,70
0.933090760892103,3,2,19,538,70
0.933090760892103,4,2,19,548,70
0.933090760892103,4,2,19,372,70
0.933090760892103,4,2,19,884,70
0.933090760892103,4,2,19,679,70
0.933090760892103,3,2,19,851,70
0.933090760892103,3,2,19,663,70
0.933090760892103,4,2,19,712,70
0.933090760892103,4,2,19,508,70
0.933090760892103,4,2,19,655,70
0.933090760892103,4,2,19,432,70
0.933090760892103,4,2,19,338,70
0.933090760892103,4,2,19,897,70
0.933090760892103,4,2,19,647,70
0.933090760892103,1,2,7,896,20
0.933090760892103,3,2,19,277,51
0.933090760892103,3,2,19,209,51
0.933090760892103,4,2,19,680,70
0.933090760892103,4,2,19,523,70
0.933090760892103,3,2,19,971,70
0.933090760892103,3,2,19,757,70
0.933090760892103,4,2,19,531,70
0.933090760892103,3,2,19,1017,70
0.933090760892103,3,2,19,663,70
0.933090760892103,3,2,19,960,70
0.933090760892103,3,2,7,237,27
0.933090760892103,4,2,19,802,70
0.933090760892103,4,2,19,518,70
0.933090760892103,4,1,19,159,6
0.933090760892103,1,2,19,402,70
0.933090760892103,2,2,19,1008,70
0.933090760892103,2,2,19,939,70
0.933090760892103,4,2,19,538,70
0.933090760892103,4,2,19,460,70
0.933090760892103,1,2,19,663,70
0.933090760892103,1,2,19,402,70
0.933090760892103,4,2,19,659,70
0.933090760892103,4,2,19,324,70
0.933090760892103,3,2,8,389,28
0.933090760892103,3,2,8,155,28
0.933090760892103,4,2,19,379,70
0.933090760892103,4,2,19,340,70
0.933090760892103,3,2,19,391,70
0.933090760892103,4,2,19,854,70
0.933090760892103,4,2,19,520,70
0.933090760892103,3,2,19,499,70
0.933090760892103,3,2,19,329,70
0.933090760892103,3,2,19,851,70
0.933090760892103,3,2,19,538,70
0.933090760892103,4,2,19,866,70
0.933090760892103,4,2,19,628,70
0.933090760892103,4,2,19,687,70
0.933090760892103,4,2,19,613,70
0.933090760892103,3,2,19,871,70
0.933090760892103,3,2,19,744,70
0.933090760892103,4,2,19,515,70
0.933090760892103,4,2,19,309,70
0.933090760892103,3,2,19,683,70
0.933090760892103,3,2,19,491,70
0.933090760892103,4,2,19,591,70
0.933090760892103,3,2,8,310,28
0.933090760892103,3,2,8,135,28
0.933090760892103,4,2,19,779,70
0.933090760892103,4,2,19,738,70
0.933090760892103,4,2,19,683,70
0.933090760892103,4,2,19,491,70
0.933090760892103,3,2,19,851,70
0.933090760892103,4,2,19,705,70
0.933090760892103,3,2,8,553,28
0.933090760892103,3,2,8,421,28
0.933090760892103,4,2,19,681,70
0.933090760892103,4,2,19,445,70
0.933090760892103,4,2,19,691,70
0.933090760892103,4,2,19,663,70
0.933090760892103,4,2,19,509,70
0.933090760892103,4,2,19,639,70
0.933090760892103,4,2,19,971,70
0.933090760892103,1,2,19,89,38
0.933090760892103,3,2,19,797,70
0.933090760892103,3,2,19,538,70
-0.4019626865857902,1,3,19,100,70
-0.4019626865857902,3,2,1,16,10
0.933090760892103,4,2,7,295,60
-0.4019626865857902,2,2,19,440,62
0.933090760892103,4,2,19,757,70
0.933090760892103,4,2,19,520,70
0.933090760892103,4,2,19,369,70
0.933090760892103,4,2,19,663,51
0.933090760892103,4,2,19,355,51
0.933090760892103,1,2,19,908,70
0.933090760892103,4,2,7,275,20
0.933090760892103,1,2,7,237,20
0.933090760892103,4,2,12,35,38
0.933090760892103,3,2,19,851,70
0.933090760892103,3,2,19,757,70
0.933090760892103,3,2,19,120,27
0.933090760892103,4,2,17,86,67
0.933090760892103,4,2,19,591,70
0.933090760892103,4,2,19,424,70
0.933090760892103,4,2,19,673,70
0.933090760892103,4,2,19,519,70
0.933090760892103,4,2,19,735,70
0.933090760892103,4,2,19,434,70
0.933090760892103,4,2,19,556,70
0.933090760892103,4,2,19,446,70
-0.4019626865857902,4,2,19,823,70
0.933090760892103,3,2,19,402,70
0.933090760892103,4,2,7,449,20
0.933090760892103,4,2,7,342,20
0.933090760892103,4,2,19,984,20
0.933090760892103,4,2,19,755,20
0.933090760892103,4,2,19,739,70
0.933090760892103,4,2,19,338,70
0.933090760892103,4,2,8,282,28
0.933090760892103,4,2,8,183,28
0.933090760892103,2,2,8,707,28
0.933090760892103,2,2,8,551,28
0.933090760892103,4,2,19,315,70
0.933090760892103,4,2,19,240,70
0.933090760892103,4,2,19,537,70
0.933090760892103,4,2,19,245,70
0.933090760892103,4,2,19,278,70
0.933090760892103,4,2,19,239,70
0.933090760892103,4,2,19,778,70
0.933090760892103,4,2,19,345,70
0.933090760892103,4,2,19,355,70
0.933090760892103,3,2,8,163,28
0.933090760892103,3,2,8,132,28
0.933090760892103,4,2,19,757,70
0.933090760892103,4,2,19,509,70
0.933090760892103,4,2,19,927,70
0.933090760892103,4,2,19,509,70
0.933090760892103,4,2,19,871,70
0.933090760892103,4,2,19,744,70
0.933090760892103,4,2,19,976,70
0.933090760892103,3,2,19,563,70
-0.4019626865857902,1,2,19,733,70
0.933090760892103,3,2,7,116,25
0.933090760892103,4,2,19,731,70
0.933090760892103,4,2,19,348,70
0.933090760892103,4,2,19,857,70
0.933090760892103,4,2,19,589,70
0.933090760892103,4,2,19,424,70
0.933090760892103,4,2,19,240,70
0.933090760892103,4,2,19,927,70
