work_year,target,salary,salary_currency,salary_in_usd,employee_residence,company_location,company_size
0.933090760892103,3,-0.012830224134280789,19,851,75,70,1
0.933090760892103,4,-0.0375863402936381,19,779,75,70,1
0.933090760892103,4,-0.11804371781154936,19,481,75,70,1
0.933090760892103,4,-0.012830224134280789,19,851,75,70,1
0.933090760892103,4,-0.19850109532946061,7,179,28,27,2
0.933090760892103,2,0.011925892025076521,19,908,75,70,1
0.933090760892103,2,-0.0066411950944414615,19,868,75,70,1
0.933090760892103,3,-0.0375863402936381,19,779,75,70,1
0.933090760892103,4,-0.012830224134280789,19,851,75,70,1
0.933090760892103,4,-0.07472051453267407,19,663,75,70,1
0.933090760892103,4,0.005736862985237194,19,897,75,70,1
0.933090760892103,4,-0.04996439837331675,19,738,75,70,1
0.933090760892103,4,0.045965551744192826,19,953,75,70,1
0.933090760892103,4,-0.04724122559578745,19,747,75,70,1
0.933090760892103,4,0.016877115256947985,19,918,11,12,1
0.933090760892103,4,-0.04253756352550956,19,761,11,12,1
0.933090760892103,4,-0.11185468877171004,19,509,75,70,1
0.933090760892103,4,-0.16755595013026398,19,292,75,70,1
0.933090760892103,1,1.4725367454271578,12,41,39,38,0
0.933090760892103,4,-0.13661080493106734,0,261,5,26,1
0.933090760892103,3,-0.13661080493106734,16,293,27,26,1
0.933090760892103,4,-0.08709857261235272,19,613,75,70,1
0.933090760892103,4,-0.11185468877171004,19,509,75,70,1
0.933090760892103,4,-0.10195224230796711,19,554,75,70,1
0.933090760892103,2,0.1474656279975578,19,1016,75,70,1
0.933090760892103,2,0.07332106010028265,19,979,75,70,1
0.933090760892103,4,-0.13661080493106734,19,402,75,70,1
0.933090760892103,4,-0.16136692109042466,19,315,75,70,1
0.933090760892103,4,0.04906006626411249,19,960,75,70,1
0.933090760892103,4,-0.05924794193307575,19,715,75,70,1
0.933090760892103,3,-0.012830224134280789,19,851,75,70,1
0.933090760892103,4,-0.13661080493106734,19,402,75,70,1
0.933090760892103,2,-0.0809095435725134,19,639,75,70,1
0.933090760892103,2,-0.11804371781154936,19,481,75,70,1
